Uniprot ID	F1.interphase.intensity.mean	F2.interphase.intensity.mean	F3.interphase.intensity.mean	F4.interphase.intensity.mean	F5.interphase.intensity.mean	F6.interphase.intensity.mean	F7.interphase.intensity.mean	F8.interphase.intensity.mean	F9.interphase.intensity.mean	F10.interphase.intensity.mean	F11.interphase.intensity.mean	F12.interphase.intensity.mean	F13.interphase.intensity.mean	F14.interphase.intensity.mean	F15.interphase.intensity.mean	F16.interphase.intensity.mean	F17.interphase.intensity.mean	F18.interphase.intensity.mean	F19.interphase.intensity.mean	F20.interphase.intensity.mean	F21.interphase.intensity.mean	F22.interphase.intensity.mean	F23.interphase.intensity.mean	F24.interphase.intensity.mean	F25.interphase.intensity.mean	F26.interphase.intensity.mean	F27.interphase.intensity.mean	F28.interphase.intensity.mean	F29.interphase.intensity.mean	F30.interphase.intensity.mean	F31.interphase.intensity.mean	F32.interphase.intensity.mean	F33.interphase.intensity.mean	F34.interphase.intensity.mean	F35.interphase.intensity.mean	F36.interphase.intensity.mean	F37.interphase.intensity.mean	F38.interphase.intensity.mean	F39.interphase.intensity.mean	F40.interphase.intensity.mean	F41.interphase.intensity.mean	F42.interphase.intensity.mean	F43.interphase.intensity.mean	F44.interphase.intensity.mean	F45.interphase.intensity.mean	F46.interphase.intensity.mean	F47.interphase.intensity.mean	F48.interphase.intensity.mean	F49.interphase.intensity.mean	F50.interphase.intensity.mean	F51.interphase.intensity.mean	F52.interphase.intensity.mean	F53.interphase.intensity.mean	F54.interphase.intensity.mean	F55.interphase.intensity.mean	F56.interphase.intensity.mean	F57.interphase.intensity.mean	F58.interphase.intensity.mean	F59.interphase.intensity.mean	F60.interphase.intensity.mean	F61.interphase.intensity.mean	F62.interphase.intensity.mean	F63.interphase.intensity.mean	F64.interphase.intensity.mean	F65.interphase.intensity.mean
O00231	102676.2465	219507.5928	342707.9812	430699.7001	471081.1548	544357.192	630315.9107	603785.008	616613.629	831297.3286	920363.4053	1038083.549	941862.9973	848208.4806	795168.1116	752964.7673	682191.5358	529765.1028	359373.9692	228772.7512	156506.4114	125259.957	100519.0864	97747.98441	91185.56723	101251.3082	161972.7029	242327.6706	267152.9642	178698.0553	106721.5618	68441.71391	88688.64411	87040.8045	57317.80127	28605.69196	29702.98355	8410.402042	10382.77128	17390.6186	13622.65678	20589.48525	86768.60846	275200.446	395916.0344	304174.2368	129659.868	29303.49068	9200.356245	0	0	12026.75422	10228.53349	8767.805737	5053.72502	3989.090696	3684.596694	7673.118316	6964.806037	13887.19372	18144.87138	22774.89128	24002.57818	36959.73571	25836.73397
O00232	60663.09734	128862.995	166305.6857	218906.8898	268414.3059	321412.4702	347809.803	354147.3262	383718.6237	431579.9062	482872.1305	516208.7902	542599.6652	472517.8101	431729.197	431885.5908	402084.3719	336870.7561	239708.9678	152429.8918	103627.4758	68794.68076	63714.3099	43659.1382	31536.70882	58031.4305	104545.1487	148835.7678	91910.13335	73704.76089	19962.81794	26886.85702	21337.06688	10559.90802	5869.211296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00233	34681.14163	84077.42002	115532.9155	149259.6585	179839.8676	212247.8303	229190.1154	232639.4072	239365.5619	266775.3824	271680.6523	274538.924	290541.8224	271243.6149	277898.5541	291824.4568	274563.0029	244322.8044	225746.2254	197242.3485	178496.5386	173744.8829	171660.4955	135129.989	130300.1781	130560.8423	114089.9864	93902.96253	85080.48225	100974.4044	93143.59916	93910.69976	73540.49321	72325.11936	69859.48993	64766.85605	106036.6722	264225.5637	477279.576	502707.3063	307888.652	167812.3286	89521.8123	71373.08691	72664.26453	118511.7284	228257.0431	204691.8703	120937.2226	53538.10985	40305.76172	25579.63388	22727.83504	19377.0941	18770.5272	17903.73169	15381.17225	20697.12011	20636.93034	23211.62089	19631.32058	29987.74944	26498.66606	36858.39297	26799.49637
O00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22893.43004	142969.422	382880.7544	343771.8446	174936.1623	48398.94115	20304.70385	11444.68101	12386.40982	9737.248296	8467.664183	7460.230289
O00264	111612.4518	240815.2594	346079.1164	413047.3297	524793.6404	606430.8922	649958.2887	649853.261	644316.6281	647708.1119	645094.9365	607826.0158	572543.3122	527165.0506	479063.4583	419705.7186	356538.6582	265619.3547	233512.3517	206192.3031	180645.5855	147980.0179	149945.9283	116491.871	106567.628	112597.662	99497.22876	72991.7521	78823.06518	56231.84698	48511.7985	55075.70694	58218.62364	56418.20567	52759.0428	44757.97211	54617.05961	47233.37194	55494.85249	47856.71013	40959.57268	22811.38982	0	0	0	0	0	0	0	10791.58468	9735.477141	8864.989432	11759.67835	11055.53162	10674.39628	11201.92994	21530.18698	19181.14137	22696.68948	24623.01046	22729.97577	37999.8287	56760.48844	143216.27	161602.6504
O00267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7760.473058	33830.45981	98641.25425	236257.408	533155.1333	786844.6747	607933.8526	265665.5414	119971.5476	81254.67149	74175.97009	52891.77442	43664.00195	17248.25915	6086.640157	5330.238544	0	0	0	0	0	0	0	0	14461.85094	13142.79421	10317.75456	8236.8062	5666.307466	0	0	0	0	0	0	0	0	0	0	0
O00268	0	22576.01097	44128.53131	74208.74063	80704.01796	64742.54769	40035.65479	15958.25029	8183.027697	6833.775323	7545.234803	4109.522256	0	0	0	0	4372.435378	5816.692117	4245.563598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4940.728905	23831.49075	37078.63257	77048.1922	97864.50858	139492.1942	292091.2511	528673.2018	602465.144	693816.3412	1334098.473	2030175.783	1413594.957	692928.4696	345369.1467	241351.7333	305669.8051	446656.2434	695484.1298	322387.5748	92143.5592	40657.68094	0	0	0	0	6514.143101	4541.730867	3903.107033	4933.048335	3229.521594	1984.098794	2191.481876	1706.342323	2398.864957
O00287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00299	0	0	0	0	0	0	15486.76909	10429.48805	14901.67976	20732.38634	14488.58903	14173.93766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20457.84014	8127.757976	5535.494323	10123.03312	24897.37422	21370.34186	14699.36366	12943.59596	0	0	0	0	0	0	0	0	0	22464.61985	505954.2802	4161613.304	14703529.68	23696259.17	15963708.67	4832447.445	1467674.802	871257.4373	586460.635	457345.3435	338471.1515	264786.8923	206263.8572	206244.8358	154086.3537	126662.395	99027.51813	89290.16251	75955.62827
O00303	31646.76	80461.58972	96043.1943	177358.4457	149760.7087	181427.8031	215130.569	219050.1939	243889.2082	241869.4682	266659.9024	331073.3755	550231.8617	1192725.304	1960661.802	1957780.404	1207589.866	562452.4196	282696.3654	186348.0165	169569.0173	164908.611	148085.0199	146922.4032	139659.8331	92463.25114	69335.56657	81483.04861	83816.97995	110898.2539	89593.74019	113073.9021	94706.51445	83521.36222	79622.53436	86303.09106	338137.2256	1018721.332	1829639.351	1497232.013	638034.361	241687.8903	142571.4409	77604.29806	56031.7954	28190.7751	22457.08581	17640.46245	0	9760.704814	9077.596786	9639.930484	20379.04512	17410.82704	16218.46714	14159.42623	11694.89171	12037.63118	14614.97347	17654.64657	16006.07613	21872.68428	26270.78204	18934.70754	15042.82448
O00330	5816.401356	67190.06303	262436.2073	295782.2204	178914.384	129282.3215	85107.86362	36935.18743	36189.28961	35658.56385	34220.54177	31249.11541	34346.22342	31892.50621	49761.67168	51210.09984	55422.0885	61356.86555	56673.04051	50729.43766	58299.1929	60174.2393	57417.94497	38465.51441	41361.76123	34217.06592	33921.68893	21503.24482	31138.38667	28071.51722	23174.74805	47547.46054	43072.49002	77957.79724	142311.1068	271130.5484	418220.1498	342458.2633	180363.8308	40949.56399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2904.790742	2708.688905	3013.926076	5057.542045	6425.579944	6640.408476	10662.3419	7440.876684	7993.295684	5188.358511
O00399	10284.8418	17860.79686	22849.14452	20471.51468	16931.57782	18697.85173	28760.67422	43014.1291	46571.09824	50430.56591	112674.683	220762.6736	295342.9903	337943.8001	244879.1029	121666.984	46882.0658	27565.20685	16676.62804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35767.09807	79122.34016	93640.77952	77399.6727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00400	0	0	0	89371.7336	129252.4302	125817.8591	130915.7818	122362.2276	112598.0139	131787.0267	118693.3332	117504.9108	105579.6204	34330.11581	41547.37652	71456.05768	65482.10537	52196.08742	43290.66749	37655.27699	15435.70323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2697.674628	15113.75443	36538.43686	73819.53281	130964.8873	269085.1629	376711.3673	284059.2693	179426.6515	119732.8796	93889.57641	87215.81433	86376.51106	90024.01874	96536.63109	87427.06093	68937.73324	57357.93839	51404.77765	52242.46486	59245.24705	38919.16949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323.193416	924.9880576	437.7194886
O00410	105330.0177	244766.9661	430114.5928	571357.2297	588948.6985	682411.7882	736521.9523	609254.1469	532330.0952	576231.219	544184.1006	550196.923	504595.5052	490272.6025	453456.5506	436513.3443	413130.34	327535.2517	296381.146	246335.454	232923.6321	218022.7023	195648.058	178389.8853	173836.7614	176835.7402	175665.6148	155909.4386	178748.3362	167617.1066	180578.6184	224934.3863	313896.3415	443476.7122	338684.1343	309177.26	280672.502	423070.6804	937584.3182	2409598.679	4786033.111	5556962.102	2712142.541	892511.7701	328522.3876	234743.8473	152704.5981	137515.3482	112438.9281	104681.0925	96085.67552	82252.35108	76830.95821	62464.16315	62637.61139	46323.25002	48913.12062	41726.54843	37057.41224	46865.52946	39981.92627	52524.77575	51779.75189	59758.33223	46521.26812
O00411	57014.59951	120884.0707	160542.2017	134575.6947	101511.684	72232.24226	75721.58844	64311.23315	52979.21125	37598.44444	24159.06502	21604.80803	18670.23396	15370.33719	14895.76453	12577.74125	10683.54948	6282.365093	7450.814836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00418	3311.319636	11320.95048	17182.36778	19575.13541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10701.90706	17917.99907	14218.38395	17010.09117	21422.10323	50003.33951	129706.1283	273091.0921	362031.9451	251735.3221	130364.149	62881.07035	21490.31659	4668.711191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00425	96778.07902	209033.8092	248765.7562	228282.5177	179654.0538	144434.58	151363.4393	155690.0751	149028.0402	135588.2827	129811.5396	103833.4189	82334.28685	52389.48917	35703.06039	27569.8392	17203.69627	8309.970075	5651.968162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00429	0	0	0	0	0	0	0	0	0	0	7068.825465	6896.272744	6420.585808	6063.523119	4325.65367	5332.821212	18424.00741	18614.44113	23069.49289	22080.63039	28229.49878	28390.30597	34308.49759	35333.4256	30366.59371	48160.45288	89967.68306	106467.7273	128722.8573	211024.165	744100.8551	2203672.313	3503319.28	2940521.947	1201197.8	351973.0703	163532.7922	128946.7866	116811.1632	126012.7858	101478.0403	41003.69449	10356.93191	0	8074.632362	14055.49584	13702.27393	16379.15728	12211.42641	12346.63761	12825.31671	14368.34951	5918.762556	5029.774909	3600.690085	6272.184289	5553.440722	5849.36558	8232.573796	8909.923781	7255.14213	12984.24876	5085.309158	5564.623629	4839.127325
O00442	18919.09082	53301.57333	63173.86227	69530.57444	62233.97491	71069.0956	88392.55185	106328.4658	102824.0662	92159.89043	64117.09264	47078.90483	43606.18377	43733.47862	35546.73698	29582.68013	21918.34679	23771.97795	26619.4398	24665.01844	5890.09522	2677.124628	0	0	0	2598.649798	2786.118532	3352.043854	9409.222934	8899.527349	9658.269244	7432.448675	9068.847349	7497.267047	8684.151948	7554.506659	8014.446308	4531.612207	4744.804319	6377.849367	13638.76263	15766.6246	15719.00011	24266.52557	32539.04007	35320.23219	28697.64043	32236.44804	69675.04071	411178.5631	692363.8112	496334.3592	201769.543	80512.0039	61504.94635	46766.93242	33972.75811	23158.214	18274.13345	25703.465	16890.76588	19608.81042	16702.90847	20937.22984	12723.07103
O00459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23924.68117	65729.4023	79801.71437	65062.34156	30539.13879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00461	333763.6308	720409.485	940783.469	826799.6912	674033.904	510861.0155	364664.2395	237140.5337	145912.7101	102107.8696	68095.56167	47986.46781	27657.0834	31922.94992	20153.21764	15310.064	12726.9998	14388.85545	10904.34651	3822.045851	0	0	0	0	0	11475.5345	13136.93953	9465.299934	6688.774788	9470.936443	8125.356494	7434.700789	6322.558844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23438.82547	24150.61137	1481.851114	0	0	0	0	0	0	0	0	13777.05999	96196.70415	130358.9633	103843.708	67428.99081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00468	133548.4587	330936.2952	345177.2401	246557.114	181000.3538	111243.6857	70854.99177	34726.38879	18036.67903	6910.282867	0	0	0	0	0	0	0	0	0	0	12678.14009	16608.3438	16719.7647	8910.136184	0	0	0	0	0	15027.47545	7124.853879	7905.198494	7164.719871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00469	145807.3169	274059.4598	306423.497	283016.2697	213631.2665	186394.7538	156232.6505	119822.3081	103398.525	113702.6628	103656.0916	97427.84472	96016.20915	91250.88236	93198.3754	87920.26164	87902.1913	77981.81877	76842.4906	72665.15698	75641.13956	74538.3053	78205.60139	82621.55358	101579.1792	107364.5631	114654.1023	134946.2986	192340.0998	308079.4545	763166.1362	2051879.818	2976093.042	2330159.419	885149.7338	286374.1948	163408.5053	131707.8685	114023.7869	115007.5317	156462.7951	195724.9034	121812.1135	75996.03311	33540.37436	29451.23177	9229.313054	8589.864879	12829.77987	11135.93825	10994.79492	9746.468322	10328.19953	8907.84554	12218.83572	13840.27607	11069.95202	9626.078804	11389.89202	13617.02735	11973.75019	13399.02337	14382.93072	20356.44037	14654.23394
O00470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56674.98949	84728.04079	116808.219	133341.2395	139453.1141	114068.2606	95815.75133	71771.68751	3753.777461	5520.13439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00471	43101.54992	68698.94389	80152.17148	89551.87357	102455.5376	104111.2908	95913.84833	84346.99247	65290.41044	76966.89016	86997.0424	57432.85624	50412.627	15878.84	19851.77664	18740.11265	33525.36459	20028.88729	19246.0505	12612.72631	7076.572219	6856.995232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00483	264903.3919	406343.6438	529418.8563	581241.785	528649.0695	524731.3553	566763.2056	471679.5651	449426.4169	566652.2064	483488.7891	633327.3572	565717.0534	567744.2535	533872.9131	517097.3812	464493.4503	405881.2203	372521.8455	348283.7677	360749.9629	320631.3463	243415.4664	240979.6878	245974.1591	225506.7274	203599.4149	192956.7634	173862.435	177573.2504	156531.6274	168256.8214	162636.3919	157608.1942	139531.7893	140630.7581	123336.4991	140734.5715	135228.3728	133417.2534	156000.8177	210855.9889	286437.0087	299304.7863	188661.6206	117142.618	26993.58319	26413.23072	33700.96014	53130.29941	49375.48515	50333.98051	58113.04079	55339.2527	63892.48967	47830.59015	44295.05327	32098.71794	27390.74328	37548.78161	35271.56981	52299.88021	68292.19835	74677.5489	58072.96834
O00487	112628.5634	262780.6506	417199.0565	544734.4401	540059.0326	670415.8563	812240.4725	803494.8636	777508.0216	940567.9862	1181858.747	1302063.686	1245704.541	1160808.962	1101743.555	1013713.91	899210.4074	766440.6469	509805.7747	290991.45	198501.2609	144730.8977	129120.2547	81620.42806	81915.8024	90599.31587	135430.468	257467.8997	296295.1366	192163.6362	106941.345	63656.50932	61605.64272	64652.7442	49040.0132	35204.57659	28838.12095	28913.97124	21549.12706	21169.96901	22192.06187	22296.38899	21113.39329	10333.84058	11407.56728	9407.537229	28622.17419	35615.14156	22012.83706	19849.9746	16350.26443	20772.38756	17595.26562	17673.86564	16820.90788	15911.54035	14203.11833	15676.65828	15905.93876	17985.54369	13496.15824	21115.40588	17490.02889	34473.01324	23778.48973
O00499	0	0	0	2679.570778	5834.774296	10904.89212	16017.50875	27065.96269	91236.97859	164068.2608	216857.9748	342332.1384	362599.4772	363816.6152	349527.1125	299983.0469	259835.4495	220613.8827	196381.2307	189414.2815	191348.8429	175149.2298	138778.8258	129557.4576	97005.1474	110716.718	108344.3647	79503.23051	45384.97991	37207.20333	43314.45746	36584.32238	36540.8166	21260.2981	19509.8195	16091.04804	16861.17599	18342.15794	17839.89471	15224.40147	16362.68173	20004.53972	6654.81639	5593.722327	7263.577245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00505	6298.304817	44004.89362	67388.07551	73909.53724	29860.26394	28957.36496	29927.37662	33829.21485	32036.19137	36031.9648	26374.12885	25780.61669	30536.55987	29476.08621	27091.4771	29645.84298	29008.5658	26285.05185	27484.98562	25105.6675	26451.4547	30449.7207	31591.2337	30482.72726	47754.16067	49211.04155	46099.84961	46597.51938	58475.08696	89997.09215	183867.4003	262915.2294	247856.1483	244156.2769	237919.7916	187282.6089	152556.8474	149844.7916	159735.8102	198927.1056	226520.7874	195382.8118	77466.94377	47071.21431	31529.96334	23707.13219	13680.03924	6072.622202	4670.924269	6053.064081	4523.697476	3394.244048	2472.030616	0	0	0	0	0	0	0	1925.391092	2444.586329	2242.367727	0	0
O00506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15658.78191	66048.1653	129337.6612	150215.084	99377.6979	14367.05512	13581.96331	14529.35778	14228.87602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00541	24258.22811	71312.8061	167226.4648	166702.8089	59877.01071	36602.51619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3226.333889	9756.399218	13002.04697	16415.84301	18791.45207	19062.89709	21421.14615	48934.37817	244370.9467	444917.498	440913.2906	234932.461	46754.44804	26655.44026	19315.35451	17584.62321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00560	105653.306	196258.2862	208678.6472	169060.9334	120528.9141	100540.8519	96766.67645	75270.22168	59598.15701	58492.30453	57501.08889	37707.68774	23507.15764	13814.7638	15105.84158	7449.175993	7252.121381	5179.503577	4442.647011	4527.676351	0	0	0	0	0	0	0	0	0	4310.779338	3201.665011	9120.664237	4292.821985	7366.297408	9796.655401	27020.95826	29817.23061	39233.93564	21396.10295	8761.462737	0	0	0	0	14839.50724	223359.7303	648470.4155	1312946.899	1248529.237	563276.9989	206000.3267	134149.6296	95485.89543	67644.08609	40952.83031	25220.3415	22823.07639	14479.43984	13227.35274	12933.55824	8063.581354	1548.518038	1654.653559	1335.001273	1760.789081
O00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00584	0	0	0	2167.908623	5501.474511	4981.075436	2987.604799	2372.18581	1010.05602	2946.661678	1807.541112	2004.814176	1805.704263	0	0	0	0	0	0	0	405.997157	1437.65282	971.7432054	0	0	0	0	0	0	0	0	0	0	0	971.3633486	1496.652945	1591.772432	840.1422079	1517.950248	0	0	0	0	0	0	6660.893836	49513.84995	150021.9386	276732.1512	340608.6051	235818.7202	96705.84327	40754.13145	13831.44719	10194.851	7697.291751	6792.092245	5401.516129	3176.977783	870.3645266	1767.784643	1072.821719	792.8779434	721.4269581	686.9995432
O00592	958753.6535	2244318.16	3128623.596	3883664.002	3763171.907	3922785.743	3721967.723	2912053.611	2256745.09	1641249.723	1098304.845	685488.2969	457959.3448	333210.5164	248981.4997	201509.5821	167795.5469	134894.1842	114080.1161	92289.53104	92692.99373	67768.6982	46926.29472	41005.44101	30718.84172	27465.34316	26202.00991	28572.48176	24242.72306	24947.76919	25301.86068	25147.19184	26654.42048	24222.90988	18395.09152	16425.40169	15485.45723	15135.06538	12281.22392	13816.50589	13725.26473	15492.48725	16147.10779	7179.596097	6113.683354	0	0	0	3549.886361	1982.413795	2390.910726	5231.165472	14662.72435	10776.01534	12192.13765	11967.85731	12147.72085	12241.08416	15694.44986	16231.76106	17235.1623	33235.85114	27448.90086	161357.5825	150562.5172
O00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115261.4567	755996.8135	2194737.821	3179154.623	1806836.873	604883.0059	229630.5878	155132.6024	115588.1032	83639.3909	55492.4074	53427.73641	41120.17798	44355.98503	36306.44701	30143.69692	21486.13887
O00629	1388.642768	21521.4223	21202.67328	22710.2671	26783.04054	30478.7871	29375.50281	18836.43	6952.027086	7312.605647	32212.20114	32023.17338	37030.73432	32101.87774	36809.92417	21788.91068	26783.30593	6812.679468	12067.60961	5501.096724	28493.97133	41425.33572	31321.63651	63746.85611	94662.31539	72104.55151	60044.44611	70351.9723	55193.79185	108531.7388	233192.2047	330801.797	261935.918	238164.7918	227396.6303	203157.9164	174753.2363	218638.9063	216667.04	316431.1936	311302.4338	155926.4076	65765.6865	18389.71336	19523.52223	12571.961	4690.412925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00743	89192.24649	213219.2731	282922.4232	264514.9752	276982.1573	253802.3641	230745.8172	225622.6208	188569.2096	157338.6038	127430.7092	114185.7477	115011.9816	98957.60159	87980.38893	99516.11508	80276.567	77110.06808	61816.35496	62663.92685	78073.69734	96267.31028	135272.616	151151.902	159718.248	151725.6603	134038.9045	115024.6069	89734.18751	71415.93508	46509.72679	33591.91775	17506.60135	14990.8479	12865.02572	7545.509192	8047.185027	8012.120191	9087.208575	18260.53944	27869.33715	24520.62245	18276.73874	22772.84397	50222.73738	86110.89704	60061.16877	15478.30324	8523.259464	0	0	0	0	0	0	0	0	0	0	0	1562.323788	1873.610315	4524.450703	6394.018042	5155.489775
O00750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7743.403547	22921.37523	33624.84987	81462.64953	109791.4529	119801.6089	98067.11656	69255.93939	18830.69617	5168.819188	1087.521153	2369.98336	3906.756966	6124.872531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5257.529087	34173.63931	122511.1039	227310.3216	273116.1932	235612.622	142233.1656	73473.82764	5106.512172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26330.00016	476280.9439	1549478.316	1952076.552	1340686.31	553753.8688	213528.6424	155235.0389	100269.8412	72563.19414	39889.04347	20916.87744	15839.16875	25992.59825	20339.63644	14935.86792	16151.49306	7595.688015	6163.97696	3700.586946	2205.720392	4765.36959
O00767	101490.0664	216972.8917	289975.2462	375360.1043	441414.6787	471147.3057	502252.2185	486793.6677	452839.2847	490975.7118	489928.3016	446479.8894	436919.3025	399365.3627	354033.3768	285473.8636	245358.64	200887.4183	160245.3285	146775.031	103683.836	97012.55441	80713.28423	65498.40634	63608.29591	69292.21353	50271.68543	24309.46379	12529.90325	9284.985215	4631.628388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2895.978346	1775.367906	2527.25473	3413.195578	5350.881282	2193.971255	2730.037616	5983.513807	2382.23304	20912.75378	29389.70487	59555.73496	46596.86388
O14497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14524	32301.92076	77151.67156	90311.73109	110402.5506	110714.3767	114412.0989	120511.7698	105627.045	103239.0734	109448.7773	100462.5663	91221.65335	76866.03803	73277.84708	67258.10349	64350.7779	35033.42972	25769.48332	23587.02522	21256.75874	19333.17884	13251.12546	11966.80895	9137.116559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13349.49441	14964.81705	12316.37373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800.322665	1449.054955	1531.75937	1424.196936
